cid,list_id,company,position,office,office_state,job_type,list_rank,source,file_rank
c0804,nasdaq_UPWK,Upwork,Senior Data Engineer,Mountain View,CA,data_science,248.0,nasdaq_tech,2
c0805,nasdaq_VIAV,Viavi Solutions,Senior Software Engineer,Colorado Springs,CO,computer_science,227.0,nasdaq_tech,2
c0806,nasdaq_VMW,Vmware,Open Source Data Scientist,Palo Alto,CA,data_science,17.0,nasdaq_tech,2
c0807,nasdaq_VRNT,Verint Systems,Software Developer - Automation,Columbia,MD,computer_science,206.0,nasdaq_tech,2
c0808,nasdaq_VSAT,ViaSat,Data Scientist,Carlsbad,CA,data_science,187.0,nasdaq_tech,2
c0809,nasdaq_VUZI,Vuzix,Senior Software Engineer Android App,Henrietta,NY,computer_science,462.0,nasdaq_tech,2
c0810,nasdaq_WIT,Wipro Limited,Software Developer,Nashville,TN,computer_science,42.0,nasdaq_tech,2
c0811,nasdaq_WK,Workiva,Data Scientist,Chicago,IL,data_science,269.0,nasdaq_tech,2
c0812,nasdaq_YEXT,Yext,Software Engineer,New York,NY,computer_science,274.0,nasdaq_tech,2
c0813,nasdaq_ZEN,Zendesk,Staff Software Engineer,Madison,WI,computer_science,124.0,nasdaq_tech,2
c0814,nasdaq_ZNGA,Zynga,Senior Software Engineer - Words With Friends,San Francisco,CA,computer_science,177.0,nasdaq_tech,2
c0815,nasdaq_ZS,Zscaler,Senior Big Data Engineer,Atlanta,GA,data_science,131.0,nasdaq_tech,2
c0816,nasdaq_ZUO,Zuora,Senior Project Manager,San Mateo,CA,mba,238.0,nasdaq_tech,2
c0817,ru_ABCD,Cambium Learning,Director - Research & Evaluation,Tucson,AZ,data_science,488.0,ru3000,2
c0818,ru_ACCO,Acco Brands,Product Marketing Associate,Lake Zurich,IL,mba,33.0,ru3000,2
c0819,ru_ACXM,Acxiom,Principal Data Scientist,Conway,AR,data_science,46.0,ru3000,2
c0820,ru_ADT,ADT,Program Manager,Arlington,TX,mba,54.0,ru3000,2
c0821,ru_ADTN,Adtran,Software Engineer,Franklin,MA,computer_science,56.0,ru3000,2
c0822,ru_AERI,Aerie Pharmaceuticals,Sr Associate Scientist,Durham,NC,data_science,69.0,ru3000,2
c0823,ru_AFSI,Amtrust Financial,ETL Development Manager,Cleveland,OH,computer_science,190.0,ru3000,2
c0824,ru_AGEN,Agenus,Bioinformatics Scientist,Lexington,MA,data_science,79.0,ru3000,2
c0825,ru_AGLE,Aeglea Biotherapeutics,Market Research & Analytics Lead,Austin,TX,data_science,68.0,ru3000,2
c0826,ru_AGN,Allergan,Senior Pharmaceutical Technology Scientist,Waco,TX,data_science,118.0,ru3000,2
c0827,ru_AGR,Avangrid,Project Manager - US,Orange,CT,mba,300.0,ru3000,2
c0829,ru_AIMC,Altra Industrial Motion,Director of Global Product Marketing,Radford,VA,mba,136.0,ru3000,2
c0830,ru_AIN,Albany,Research Scientist II 3Rd Shift,Rensselaer,NY,data_science,99.0,ru3000,2
c0831,ru_AIR,AAR,Project Manager,Fairbanks,AK,mba,14.0,ru3000,2
c0832,ru_ALDX,Aldeyra Therapeutics,Clinical Scientist,Lexington,MA,data_science,104.0,ru3000,2
c0833,ru_ALG,Alamo,Product Manager,Leavenworth,KS,mba,96.0,ru3000,2
c0834,ru_ALGT,Allegiant Travel,Data Scientist,Las Vegas,NV,data_science,115.0,ru3000,2
c0835,ru_ALKS,Alkermes,Scientist/Senior Scientist Modeling & Informatics,Waltham,MA,data_science,111.0,ru3000,2
c0836,ru_ALLE,Allegion,Software Developer in Test,Golden,CO,computer_science,116.0,ru3000,2
c0837,ru_AMH,American Homes 4 Rent,Web Developer,Las Vegas,NV,computer_science,160.0,ru3000,2
c0838,ru_AMRS,Amyris,Program Manager/Executive Assistant,Emeryville,CA,mba,191.0,ru3000,2
c0839,ru_AMRX,Amneal Pharmaceuticals,Scientist III - Quality Control,Branchburg,NJ,data_science,186.0,ru3000,2
c0840,ru_APTI,Apptio,Software Development Engineer II,Bellevue,WA,computer_science,222.0,ru3000,2
c0841,ru_APTV,Aptiv,Software Engineer,Troy,MI,computer_science,224.0,ru3000,2
c0842,ru_ARAY,Accuray,Engineering Project Manager Delivery Systems,Madison,WI,mba,34.0,ru3000,2
c0843,ru_ARGO,Argo Group,Product Owner,New York,NY,data_science,245.0,ru3000,2
c0844,ru_ARRY,Array Biopharma,BioPhysics Scientist,Boulder,CO,data_science,253.0,ru3000,2
c0845,ru_ASIX,Advansix,Project Manager - Mechanical,Philadelphia,PA,mba,64.0,ru3000,2
c0846,ru_ASMB,Assembly Biosciences,Senior Bioinformatics Scientist,South San Francisco,CA,data_science,269.0,ru3000,2
c0847,ru_ATH,Athene,Salesforce Project Manager,Herndon,VA,mba,281.0,ru3000,2
c0848,ru_ATHN,Athenahealth,Senior Software Engineer - Tooling and Automation,Watertown,MA,computer_science,280.0,ru3000,2
c0849,ru_ATHX,Athersys,Associate Scientist - Pharmaceutical/Biotech,Cleveland,OH,data_science,283.0,ru3000,2
c0850,ru_ATNX,Athenex,Clinical Pharmacology Data Scientist,Cranford,NJ,data_science,282.0,ru3000,2
c0851,ru_ATRO,Astronics,Production Program Manager,East Aurora,NY,mba,275.0,ru3000,2
c0852,ru_AVA,Avista,Software Engineer,Cedar Rapids,IA,computer_science,307.0,ru3000,2
c0853,ru_AVAV,Aerovironment,Software Engineer Sr,Simi Valley,CA,computer_science,72.0,ru3000,2
c0855,ru_BANR,Banner,Research Compliance Analyst,Phoenix,AZ,data_science,342.0,ru3000,2
c0856,ru_BERY,Berry Global,Product Optimization Engineer/Scientist,Chippewa Falls,WI,data_science,371.0,ru3000,2
c0857,ru_BKE,Buckle,IT - Software Developer,Kearney,NE,computer_science,454.0,ru3000,2
c0858,ru_BKH,Black Hills,Senior Manager - Gas Utilities Project Management,Papillion,NE,mba,390.0,ru3000,2
c0859,ru_BKNG,Booking,Connectivity Partner Business Manager,Orlando,FL,mba,414.0,ru3000,2
c0860,ru_BLCM,Bellicum Pharmaceuticals,Clinical Scientist/ Senior Clinical Scientist,San Francisco,CA,data_science,362.0,ru3000,2
c0861,ru_BLUE,Bluebird Bio,Data Scientist / Computational Biologist,Seattle,WA,data_science,401.0,ru3000,2
c0862,ru_BOH,Bank of Hawaii,Digital Payments Product Manager,Oahu Island,HI,mba,333.0,ru3000,2
c0863,ru_BPMC,Blueprint Medicines,Scientist - Biology,Cambridge,MA,data_science,404.0,ru3000,2
c0864,ru_BRC,Brady,Controls Project Manager,Durham,NC,mba,426.0,ru3000,2
c0865,ru_BREW,Craft Brew Alliance,Product Manager - the pH Experiment,Portland,OR,mba,747.0,ru3000,2
c0866,ru_BRKR,Bruker,Sales Applications Scientist /Tribology,San Jose,CA,data_science,450.0,ru3000,2
c0867,ru_BWXT,Bwx Technologies,HR Program Manager,Lynchburg,VA,mba,459.0,ru3000,2
c0868,ru_CABO,Cable One,Senior Java Developer,Phoenix,AZ,computer_science,465.0,ru3000,2
c0869,ru_CALX,Calix,Software Engineer,Minneapolis,MN,computer_science,484.0,ru3000,2
c0870,ru_CAR,Avis Budget,Decision Scientist,Parsippany,NJ,data_science,306.0,ru3000,2
c0871,ru_CBRE,Cbre,Data Scientist,Atlanta,GA,data_science,548.0,ru3000,2
c0872,ru_CC,Chemours,Sr Project Manager,Wilmington,DE,mba,2657.0,ru3000,2
c0873,ru_CDXS,Codexis,Upstream Scientist,Redwood City,CA,data_science,655.0,ru3000,2
c0874,ru_CHCO,City,Data Scientist,Dallas,TX,data_science,629.0,ru3000,2
c0875,ru_CHGG,Chegg,Front End Developer / Software Engineer React/Redux,New York,NY,computer_science,588.0,ru3000,2
c0876,ru_CHH,Choice Hotels,Software Engineer II,Phoenix,AZ,computer_science,604.0,ru3000,2
c0877,ru_CHRS,Coherus Biosciences,Scientist/Sr Scientist,Camarillo,CA,data_science,664.0,ru3000,2
c0878,ru_CIA,Citizens,Java Developer,Jacksonville,FL,computer_science,627.0,ru3000,2
c0879,ru_CIT,CIT,AVP - Analytics and Data Science,Pasadena,CA,data_science,622.0,ru3000,2
c0880,ru_CLVS,Clovis Oncology,Product Manager/Senior Product Manager - Patient Marketing,Boulder,CO,mba,645.0,ru3000,2
c0882,ru_CMCO,Columbus Mckinnon,NET Software Engineer,Charlotte,NC,computer_science,675.0,ru3000,2
c0883,ru_CME,CME,Lead Software Engineer - Trade Execution,New York,NY,computer_science,646.0,ru3000,2
c0884,ru_CMP,Compass Minerals,Software Engineer,Overland Park,KS,computer_science,690.0,ru3000,2
c0885,ru_CMPR,Cimpress,Lead Data Scientist,Waltham,MA,data_science,613.0,ru3000,2
c0886,ru_CNDT,Conduent,Data Scientist II,Florham Park,NJ,data_science,697.0,ru3000,2
c0887,ru_CNMD,Conmed,Associate Product Manager,Denver,CO,mba,698.0,ru3000,2
c0888,ru_CNSL,Consolidated Communications,Installation Project Manager,Gibsonia,PA,mba,704.0,ru3000,2
c0889,ru_COHR,Coherent,Product Manufacturing Engineer Senior,Portland,OR,mba,663.0,ru3000,2
c0890,ru_COOL,Polarityte,Clinical Research Associate II,Salt Lake City,UT,data_science,2168.0,ru3000,2
c0891,ru_CPRT,Copart,Software Engineer,Dallas,TX,computer_science,718.0,ru3000,2
c0892,ru_CRBP,Corbus Pharmaceuticals,QC Associate Scientist/Scientist,Norwood,MA,data_science,719.0,ru3000,2
c0893,ru_CRCM,Care.com,Software Engineer,Canoga Park,CA,computer_science,512.0,ru3000,2
c0894,ru_CRD.B,Crawford & Company,Senior Software Engineer,Sunrise,FL,computer_science,749.0,ru3000,2
c0895,ru_CRI,Carter,Business Project Manager,Martinsville,VA,mba,526.0,ru3000,2
c0896,ru_CRVL,Corvel,Senior Software Engineer,Portland,OR,computer_science,731.0,ru3000,2
c0897,ru_CSGP,Costar,Software Developer,San Diego,CA,computer_science,734.0,ru3000,2
c0898,ru_CSII,Cardiovascular Systems,Sr Full Stack Developer,Saint Paul,MN,computer_science,509.0,ru3000,2
c0899,ru_CTRL,Control4,Senior Software Engineer Full Stack,Draper,UT,computer_science,711.0,ru3000,2
c0900,ru_CUB,Cubic,Cognitive Data Scientist,Beavercreek,OH,data_science,765.0,ru3000,2
c0901,ru_CUBE,Cubesmart,Marketing Project Manager,Malvern,PA,mba,764.0,ru3000,2
c0902,ru_CUTR,Cutera,Senior Embedded Software Engineer,Brisbane,CA,computer_science,773.0,ru3000,2
c0903,ru_CVNA,Carvana,Senior Product Manager - Pre-sales Operations,Tempe,AZ,mba,527.0,ru3000,2
c0904,ru_CVON,Convergeone,Cloud Project Manager,Saint Paul,MN,mba,712.0,ru3000,2
c0905,ru_CW,Curtiss Wright,Program Manager,Gilbert,AZ,mba,771.0,ru3000,2
c0906,ru_CWBR,Cohbar,Scientist/Senior Scientist Drug Discovery,Menlo Park,CA,data_science,661.0,ru3000,2
c0907,ru_DFIN,Donnelley Financial,Software Engineer,Chicago,IL,computer_science,847.0,ru3000,2
c0908,ru_DISCA,Discovery,Data Science Lead,New York,NY,data_science,833.0,ru3000,2
c0909,ru_DNLI,Denali Therapeutics,Scientist - Flow Cytometry Lead,South San Francisco,CA,data_science,808.0,ru3000,2
c0910,ru_DOOR,Masonite,Product Manager,Tampa,FL,mba,1725.0,ru3000,2
c0911,ru_DORM,Dorman Products,Product Manager,Colmar,PA,mba,850.0,ru3000,2
c0912,ru_DOVA,Dova Pharmaceuticals,Sr Territory Business Manager North,Chicago,IL,mba,853.0,ru3000,2
c0913,ru_DOX,Amdocs,Software Engineer,Richardson,TX,computer_science,145.0,ru3000,2
c0914,ru_DXCM,Dexcom,Data Scientist 2,San Diego,CA,data_science,815.0,ru3000,2
c0915,ru_EBS,Emergent Biosolutions,Principal Scientist,Gaithersburg,MD,data_science,914.0,ru3000,2
c0916,ru_ECPG,Encore Capital,Project Manager,San Diego,CA,mba,921.0,ru3000,2
c0917,ru_EGHT,8X8 Inc,Machine Learning Engineer,San Jose,CA,data_science,9.0,ru3000,2
c0918,ru_EGOV,NIC,Full Stack Mobile Developer,Olathe,KS,computer_science,1940.0,ru3000,2
c0919,ru_EGRX,Eagle Pharmaceuticals,Associate Scientist - Analytical Development,Cambridge,MA,data_science,877.0,ru3000,2
c0920,ru_EHC,Encompass Health,Program Manager - Patient Experience,Henderson,NV,mba,920.0,ru3000,2
c0921,ru_EIG,Employers,Software Developer,Lexington,KY,computer_science,918.0,ru3000,2
c0922,ru_ELY,Callaway Golf,Principal eCommerce Software Engineer,Carlsbad,CA,computer_science,485.0,ru3000,2
c0923,ru_EME,Emcor,Controls Project Manager,Sacramento,CA,mba,912.0,ru3000,2
c0924,ru_EML,Eastern,Assistant Professor and Program Evaluation and Data Science Specialist,Princess Anne,MD,data_science,881.0,ru3000,2
c0925,ru_ENTA,Enanta Pharmaceuticals,Associate Scientist - Biochemistry,Watertown,MA,data_science,919.0,ru3000,2
c0926,ru_ENTG,Entegris,Materials Scientist,Bloomington,MN,data_science,942.0,ru3000,2
c0927,ru_EPZM,Epizyme,Product Manager/Sr Product Manager Marketing,Cambridge,MA,mba,955.0,ru3000,2
c0928,ru_ETM,Entercom Communications,HR Compliance Program Manager,Philadelphia,PA,mba,943.0,ru3000,2
c0929,ru_ETSY,Etsy,Data Scientist - Inference,San Francisco,CA,data_science,979.0,ru3000,2
c0930,ru_EV,Eaton Vance,ESG Research Analyst - Materials Sector,Washington,DC,data_science,886.0,ru3000,2
c0931,ru_EVH,Evolent Health,Project Manager - Partner Delivery,Arlington,VA,mba,990.0,ru3000,2
c0932,ru_EVRI,Everi,Software Developer I,Chicago,IL,computer_science,987.0,ru3000,2
c0933,ru_EXAS,Exact Sciences,Senior Statistician - Research & Development,Madison,WI,data_science,994.0,ru3000,2
c0934,ru_EXPO,Exponent,Scientist,Bellevue,WA,data_science,1002.0,ru3000,2
c0935,ru_EXR,Extra Space Storage,Software Engineer,Salt Lake City,UT,computer_science,1007.0,ru3000,2
c0936,ru_EYE,National Vision,Programmer / Analyst Sr Java,Clifton,NJ,computer_science,1885.0,ru3000,2
c0937,ru_FBC,Flagstar Bank,Sr Java Developer,Troy,MI,computer_science,1090.0,ru3000,2
c0938,ru_FELE,Franklin Electric,Senior Product Manager,Fort Wayne,IN,mba,1131.0,ru3000,2
c0939,ru_FLIR,Flir Systems,Scientist,West Lafayette,IN,data_science,1094.0,ru3000,2
c0940,ru_FLNT,Fluent,Software Developer,New York,NY,computer_science,1099.0,ru3000,2
c0941,ru_FLWS,1-800-Flowers.com,Junior Data Scientist,New York,NY,data_science,0.0,ru3000,2
c0942,ru_FMI,Foundation Medicine,Scientist I,Cambridge,MA,data_science,1125.0,ru3000,2
c0943,ru_FND,Floor & Decor,Drayage Program Manager,Smyrna,GA,mba,1095.0,ru3000,2
c0944,ru_FNKO,Funko,Project Manager - Customer Onboarding,Everett,WA,mba,1148.0,ru3000,2
c0946,ru_FOSL,Fossil,Connected Devices - Hardware Product Manager,Burlingame,CA,mba,1122.0,ru3000,2
c0947,ru_FRME,First Merchants Corporation,Project Manager,Daleville,IN,mba,1075.0,ru3000,2
c0948,ru_FRO,Frontline,Technical Project Manager,Winter Park,FL,mba,1141.0,ru3000,2
c0949,ru_FRTA,Forterra,Program Manager - Communications,Seattle,WA,mba,1115.0,ru3000,2
c0950,ru_FTV,Fortive,Data Science Software Engineer,Pittsburgh,PA,data_science,1117.0,ru3000,2
c0951,ru_G,Genpact,AVP - PVAI,New York,NY,data_science,1182.0,ru3000,2
c0952,ru_GDOT,Green Dot,Product Manager - Payments Processing Systems,Pasadena,CA,mba,1242.0,ru3000,2
c0953,ru_GEO,GEO,Jail Officer,Alhambra,CA,data_science,1187.0,ru3000,2
c0954,ru_GHDX,Genomic Health,Scientist I,Redwood City,CA,data_science,1181.0,ru3000,2
c0955,ru_GNMK,Genmark Diagnostics,Data Scientist,Carlsbad,CA,data_science,1180.0,ru3000,2
c0956,ru_GOGO,Gogo,Sr Software Data Engineer,Chicago,IL,data_science,1212.0,ru3000,2
c0957,ru_GPRO,Gopro,Lead Software Engineer,San Mateo,CA,computer_science,1220.0,ru3000,2
c0958,ru_GRMN,Garmin,Data Scientist - Weather Radar,Cary,NC,data_science,1162.0,ru3000,2
c0959,ru_GRUB,Grubhub,Sr Software Engineer - Delivery Team,New York,NY,computer_science,1254.0,ru3000,2
c0960,ru_GWB,Great Western Bank,Sr Net Software Developer,Sioux Falls,SD,computer_science,1239.0,ru3000,2
c0961,ru_HCA,HCA Healthcare,Diversity and Inclusion Project Manager,Nashville,TN,mba,1297.0,ru3000,2
c0962,ru_HCSG,"Healthcare Services Group, Inc.",Lead Data Scientist,New York,NY,data_science,1303.0,ru3000,2
c0963,ru_HEAR,Turtle Beach,Audio Software Engineer,San Diego,CA,computer_science,2736.0,ru3000,2
c0964,ru_HEI.A,Heico,Software Engineering Manager,Hillsboro,OR,computer_science,1310.0,ru3000,2
c0965,ru_HHC,Howard Hughes,Research Technician I,New York,NY,data_science,1370.0,ru3000,2
c0966,ru_HIL,Hill International,Data Scientist/Statistician,St. Louis,MO,data_science,1338.0,ru3000,2
c0967,ru_HMSY,HMS,Sr Software Engineer,Danvers,MA,computer_science,1345.0,ru3000,2
c0968,ru_HQY,Healthequity,IT Project Manager II,Draper,UT,mba,1305.0,ru3000,2
c0969,ru_HR,Healthcare Realty Trust,Regional Project Manager,Seattle,WA,mba,1302.0,ru3000,2
c0970,ru_HRTX,Heron Therapeutics,In-house Clinical Research Associate,San Diego,CA,data_science,1326.0,ru3000,2
c0971,ru_HSC,Harsco,Software Development Engineer Test,Columbia,SC,computer_science,1285.0,ru3000,2
c0972,ru_HSY,Hershey,Research Assistant Transformational Innovation,Hershey,PA,data_science,1328.0,ru3000,2
c0973,ru_HTH,Hilltop,Software Developer,Dallas,TX,computer_science,1341.0,ru3000,2
c0974,ru_HUBG,Hub Group,Project Manager & Process Improvement - Human Services Experience Required,Washington,DC,mba,1373.0,ru3000,2
c0975,ru_HUD,Hudson,Project Manager,New York,NY,mba,1376.0,ru3000,2
c0976,ru_HURN,Huron Consulting,Software Engineer - ECC,Chicago,IL,computer_science,1383.0,ru3000,2
c0977,ru_HVT,Haverty Furniture,Software Engineer,Atlanta,GA,computer_science,1289.0,ru3000,2
c0978,ru_HWKN,Hawkins,Assistant Project Manager,Deer Park,NY,mba,1293.0,ru3000,2
c0979,ru_HZNP,Horizon Pharma,Director - R&D Portfolio & Program Management,Lake Forest,IL,mba,1360.0,ru3000,2
c0980,ru_IART,Integra Lifesciences,Global Senior Product Manager,Plainsboro,NJ,mba,1445.0,ru3000,2
c0981,ru_IBKR,Interactive Brokers,Software Development Manager,Greenwich,CT,computer_science,1451.0,ru3000,2
c0982,ru_ICFI,ICF International,Data Scientist,Fairfax,VA,data_science,1388.0,ru3000,2
c0983,ru_IHC,Independence,Data Scientist,Philadelphia,PA,data_science,1411.0,ru3000,2
c0984,ru_III,Information Services,Senior DIrector Machine Learning AI System Analysis 1,Ipswich,MA,data_science,1419.0,ru3000,2
c0985,ru_IIN,Intricon,Project Manager,Vadnais Heights,MN,mba,1470.0,ru3000,2
c0986,ru_IMPV,Imperva,Senior Software Engineer - Rust/C/C,Los Angeles,CA,computer_science,1407.0,ru3000,2
c0987,ru_INCY,Incyte,Director - Clinical Research Scientist,Wilmington,DE,data_science,1409.0,ru3000,2
c0988,ru_INSY,Insys Therapeutics,Stability Scientist I,Chandler,AZ,data_science,1443.0,ru3000,2
c0990,ru_IONS,Ionis Pharmaceuticals,Scientist,Carlsbad,CA,data_science,1484.0,ru3000,2
c0991,ru_IQV,Iqvia,Sr Machine Learning Engineer,Cambridge,MA,data_science,1487.0,ru3000,2
c0992,ru_IRBT,Irobot,Sr Software Engineer - Machine Learning,Bedford,MA,data_science,1491.0,ru3000,2
c0993,ru_IVZ,Invesco,Data Scientist-Pricing,Houston,TX,data_science,1474.0,ru3000,2
c0994,ru_JELD,Jeld-Wen,Program Manager,Portland,OR,mba,1511.0,ru3000,2
c0995,ru_KEYW,Keyw,Software Engineer,Washington,DC,computer_science,1548.0,ru3000,2
c0996,ru_KNL,Knoll,Project Manager Global Business,Seattle,WA,mba,1569.0,ru3000,2
c0997,ru_KO,Coca Cola,Red Classic - Project Manager II,Charlotte,NC,mba,654.0,ru3000,2
c0998,ru_KORS,Michael Kors,Senior Data Engineer,East Rutherford,NJ,data_science,1787.0,ru3000,2
c0999,ru_LCUT,Lifetime Brands,Program Manager,Seattle,WA,mba,1642.0,ru3000,2
c1000,ru_LFGR,Leaf,Program Manager,Scottsdale,AZ,mba,1609.0,ru3000,2
c1001,ru_LFUS,Littelfuse,Senior Program Manager - Global Quality Management System,Chicago,IL,mba,1656.0,ru3000,2
c1002,ru_LHCG,LHC,Hospice Business Manager FT,Montoursville,PA,mba,1625.0,ru3000,2
c1003,ru_LL,Lumber Liquidators,Web Developer - JAVA,Richmond,VA,computer_science,1675.0,ru3000,2
c1004,ru_LMNX,Luminex,Molecular Business Manager - Seattle,Seattle,WA,mba,1677.0,ru3000,2
c1005,ru_LOW,Lowe's,Software Engineer,Mooresville,NC,computer_science,1668.0,ru3000,2
c1006,ru_LULU,lululemon athletica,Senior Software Engineer,Seattle,WA,computer_science,1674.0,ru3000,2
c1007,ru_MANT,Mantech,Software Engineer,Quantico,VA,computer_science,1705.0,ru3000,2
c1008,ru_MASI,Masimo,Associate Artificial Intelligence/Machine Learning Engineer,Irvine,CA,data_science,1724.0,ru3000,2
c1009,ru_MATW,Matthews,Software Engineer,Pittsburgh,PA,computer_science,1734.0,ru3000,2
c1010,ru_MBII,Marrone Bio Innovations,Formulations Chemist - Principal Scientist,Davis,CA,data_science,1718.0,ru3000,2
c1012,ru_MBIO,Mustang Bio,Princiapal/Senior Scientist Translational and Correlative Sciences,Worcester,MA,data_science,1852.0,ru3000,2
c1013,ru_MCS,Marcus Corporation,Cloud Engineer/Full Stack Developer,Irving,TX,computer_science,1709.0,ru3000,2
c1014,ru_MDCO,Medicines,Scientist - Biology,Cambridge,MA,data_science,1755.0,ru3000,2
c1015,ru_MDP,Meredith,Data Scientist,Los Angeles,CA,data_science,1769.0,ru3000,2
c1016,ru_MDR,Mcdermott,Learning Program Manager,Houston,TX,mba,1746.0,ru3000,2
c1017,ru_MDT,Medtronic,Sr Scientist,Fridley,MN,data_science,1761.0,ru3000,2
c1018,ru_MEDP,Medpace,Bioinformatics Scientist,Cincinnati,OH,data_science,1760.0,ru3000,2
c1019,ru_MGI,Moneygram,Software Engineer II,Saint Louis Park,MN,computer_science,1825.0,ru3000,2
c1020,ru_MKSI,Mks Instruments,Software Engineer,North Logan,UT,computer_science,1812.0,ru3000,2
c1021,ru_MNK,Mallinckrodt,Manager - Scientific Communications,Bedminster,NJ,data_science,1697.0,ru3000,2
c1022,ru_MNKD,Mannkind,District Business Manager,San Francisco,CA,mba,1703.0,ru3000,2
c1023,ru_MORN,Morningstar,Senior Software Engineer,Chicago,IL,computer_science,1835.0,ru3000,2
c1024,ru_MRCY,Mercury Systems,Software Engineer,Oxnard,CA,computer_science,1768.0,ru3000,2
